UNIDAD;COMUNIDAD AUTONOMA;PROVINCIA;LOCALIDAD;DOMICILIO;CODIGO POSTAL;TELEFONO;OBSERVACIONES;
 PUESTO DE SAN CLEMENTE;CASTILLA LA MANCHA;CUENCA;SAN CLEMENTE; CTRA. DE LA ALBERCA, 2;16600;969300010;;
 PUESTO DE SAN LORENZO DE LA PARRILLA;CASTILLA LA MANCHA;CUENCA;SAN LORENZO DE LA PARRILLA; C/ AMARGURA, 27;16770;969195140;;
 PUESTO DE SISANTE;CASTILLA LA MANCHA;CUENCA;SISANTE; CTRA. DE LA RODA, 26;16700;969387047;;
 PUESTO DE TALAYUELAS;CASTILLA LA MANCHA;CUENCA;TALAYUELAS; PASEO. DEL PRADO, 4;16320;969363152;;
 PUESTO DE TORREJONCILLO DEL REY;CASTILLA LA MANCHA;CUENCA;TORREJONCILLO DEL REY; CARRETERA DE CUENCA, 102;16140;969281010;Dependencias oficiales en Acuartelamiento de Villalba de la Sierra;
 PUESTO DE TRAGACETE;CASTILLA LA MANCHA;CUENCA;VILLALVA DE LA SIERRA; CARRETERA CUENCA TRAGACETE KM. 20;16140;969281010;;
 PUESTO DE VALERA DE ABAJO;CASTILLA LA MANCHA;CUENCA;VALERA DE ABAJO; C/ SAN ROQUE, 12;16120;969203550;;
 PUESTO DE VALVERDE DE JUCAR;CASTILLA LA MANCHA;CUENCA;VALVERDE DE JUCAR; C/ ONCENERO, 7;16100;969200424;;
 PUESTO DE VILLALBA DE LA SIERRA;CASTILLA LA MANCHA;CUENCA;VILLALBA DE LA SIERRA; CARRETERA CUENCA TRAGACETE KM. 20;16140;969281010;;
 PUESTO DE VILLALBA DEL REY;CASTILLA LA MANCHA;CUENCA;VILLALBA DEL REY; C/ ENCA�ADO, 3;16535;969377024;;
 PUESTO DE VILLAMAYOR DE SANTIAGO;CASTILLA LA MANCHA;CUENCA;VILLAMAYOR DE SANTIAGO; AVDA. JUAN CARLOS I, 2;16415;969138004;;
 PUESTO DE VILLANUEVA DE LA JARA;CASTILLA LA MANCHA;CUENCA;VILLANUEVA DE LA JARA; PZA. MAYOR, 10;16230;967498019;;
 PUESTO DE VILLAR DE DOMINGO GARCIA;CASTILLA LA MANCHA;CUENCA;VILLAR DE DOMINGO GARCIA; C/ SANTO TOMAS, S/N;16840;969270001;;
 PUESTO DE VILLAREJO DE FUENTES;CASTILLA LA MANCHA;CUENCA;VILLAREJO DE FUENTES; CTRA.ALMONACID DEL MARQUESADO,N� 1;16432;969131578;;
 PUESTO P. DE TARANCON;CASTILLA LA MANCHA;CUENCA;TARANCON; AVDA. REY JUAN CARLOS I, 65;16400;969320900;;
 C.O.S.;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
 CMDA. C�CERES;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
 COMPA�IA DE CACERES;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
 COMPA�IA DE CORIA;EXTREMADURA;CACERES;CORIA; C/ ALFONSO VII, 62;10800;927500013;;
 COMPA�IA DE NAVALMORAL DE LA MATA;EXTREMADURA;CACERES;NAVALMORAL DE LA MATA; CTRA. JARANDILLA, 4;10300;927531095;;
 COMPA�IA DE PLASENCIA;EXTREMADURA;CACERES;PLASENCIA; AVDA. JUAN CARLOS I, 1;10600;927412308;;
 COMPA�IA DE TRUJILLO;EXTREMADURA;CACERES;TRUJILLO; C/ DEL CUARTEL N� 4;10200;927321004;;
 COMPA�IA DE VALENCIA DE ALCANTARA;EXTREMADURA;CACERES;VALENCIA DE ALC�NTARA;C/ PARQUE DE ESPA�A, S/N;10500;927580721;;
 PUESTO DE AHIGAL;EXTREMADURA;CACERES;AHIGAL; CTRA. GUIJO, 5;10650;927439017;;
 PUESTO DE ALCANTARA;EXTREMADURA;CACERES;ALCANTARA; AVDA. MERIDA, 10;10980;927390017;;
 PUESTO DE ALCUESCAR;EXTREMADURA;CACERES;ALCUESCAR; C/ PABLO PICASSO, 6;10160;927120078;;
 PUESTO DE ALDEA DEL CANO;EXTREMADURA;CACERES;ALDEA DEL CANO; AVDA CONSTITUCION, 15;10163;927383043;;
 PUESTO DE ALIA;EXTREMADURA;CACERES;ALIA; C/ CAMINO DEL POZO DE LA HOYA, 1;10137;927366014;;
 PUESTO DE ALISEDA;EXTREMADURA;CACERES;ALISEDA; C/ GABRIEL Y GALAN, 11;10550;927277012;;
 PUESTO DE ALMARAZ DE TAJO;EXTREMADURA;CACERES;ALMARAZ DE TAJO; AVDA. DE LA CONSTITUCION, S/N;10350;927544002;;
 PUESTO DE ALMOHARIN;EXTREMADURA;CACERES;ALMOHARIN; AVDA. VIRGEN SOPETRAN N  34;10132;927387118;;
 PUESTO DE ARROYO DE LA LUZ;EXTREMADURA;CACERES;ARROYO DE LA LUZ; BARRIADA REINA SOFIA, 9;10900;927270005;;
 PUESTO DE BERZOCANA;EXTREMADURA;CACERES;BERZOCANA; C/ CARRETAS, 29;10129;927150040;;
 PUESTO DE BROZAS;EXTREMADURA;CACERES;BROZAS; C/ EJIDO DE LA CHARCA S/N;10950;927395027;;
 PUESTO DE CACERES;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
 PUESTO DE CAMINOMORISCO;EXTREMADURA;CACERES;CAMINOMORISCO; C/ FACTORIA LOS ANGELES, 4;10620;927435014;;
 PUESTO DE CAMPO LUGAR;EXTREMADURA;CACERES;CAMPO LUGAR; AVDA. PORTUGAL,7;10134;927350016;;
 PUESTO DE CA�AMERO;EXTREMADURA;CACERES;CA�AMERO; C/ EL COTO, 45;10136;927157061;;
 PUESTO DE CASAR DE CACERES;EXTREMADURA;CACERES;CASAR DE CACERES; C/ RONDA DE LA CHARCA, 41;10190;927291535;;
 PUESTO DE CASAR DE PALOMERO;EXTREMADURA;CACERES;CASAR DE PALOMERO; C/ VARIANTE, 32;10640;927436036;;
 PUESTO DE CASAS DE DON ANTONIO;EXTREMADURA;CACERES;CASAS DE DON ANTONIO; C/ OBISPO PAVON, 19;10162;927383048;;
 PUESTO DE CASAS DEL CASTA�AR;EXTREMADURA;CACERES;CASAS DEL CASTA�AR; C/ FRAY ALONSO ASPERILLA, 24;10616;927478006;;
 PUESTO DE CASATEJADA;EXTREMADURA;CACERES;CASATEJADA; AVDA. DE LA CONSTITUCION, 26;10520;927547029;;
 PUESTO DE CASTA�AR DE IBOR;EXTREMADURA;CACERES;CASTA�AR DE IBOR; PZA. HERNAN CORTES, 1;10340;927554094;;
 PUESTO DE CECLAVIN;EXTREMADURA;CACERES;CECLAVIN;AVDA. EMIGRANTES, 82;10870;927374586;;
 PUESTO DE CILLEROS;EXTREMADURA;CACERES;CILLEROS; AVDA. LA PICA, 33;10895;927512021;;
 PUESTO DE CORIA;EXTREMADURA;CACERES;CORIA; C/ ALFONSO VII, 62;10800;927500013;;
 PUESTO DE DELEITOSA;EXTREMADURA;CACERES;DELEITOSA; C/ CRUZ DE LOS ANGELES, 6;10370;927540023;;
 PUESTO DE GARROVILLAS;EXTREMADURA;CACERES;GARROVILLAS; C/ RAMON Y CAJAL, 30;10940;927309004;;
 PUESTO DE GATA;EXTREMADURA;CACERES;GATA; AVDA. VIRGEN DE GUADALUPE, 16;10860;927672067;;
 PUESTO DE GUADALUPE;EXTREMADURA;CACERES;GUADALUPE; C/ FEDERICO GONZALEZ, 25;10140;927367010;;
 PUESTO DE HERRERA DE ALCANTARA;EXTREMADURA;CACERES;HERRERA DE ALCANTARA; AVDA. DE LA CONSTITUCION, 20;10512;927591007;;
 PUESTO DE HERVAS;EXTREMADURA;CACERES;HERVAS; AVDA. PI�UELAS, 6;10700;927481004;;
 PUESTO DE HOYOS;EXTREMADURA;CACERES;HOYOS; AVDA. DE ESPA�A, 1;10850;927514006;;
 PUESTO DE IBAHERNANDO;EXTREMADURA;CACERES;IBAHERNANDO; AVDA. TRUJILLO, 15;10280;927330073;;
 PUESTO DE JARAIZ DE LA VERA;EXTREMADURA;CACERES;JARAIZ DE LA VERA; AVDA. SALOBRAR, 32;10400;927460324;;
 PUESTO DE JARANDILLA DE LA VERA;EXTREMADURA;CACERES;JARANDILLA DE LA VERA; AVDA. SOLEDAD VEGA ORTIZ, 80;10450;927560028;;
 PUESTO DE JERTE;EXTREMADURA;CACERES;JERTE; AVDA. RAMON Y CAJAL, 57;10612;927470016;;
 PUESTO DE LOGROSAN;EXTREMADURA;CACERES;LOGROSAN;CTRA. GUADALUPE, S/N;10120;927158110;;
 PUESTO DE MADRIGALEJO;EXTREMADURA;CACERES;MADRIGALEJO; AVDA.VILLANUEVA LA SERENA,5;10110;927354085;;
 PUESTO DE MADRO�ERA;EXTREMADURA;CACERES;MADRO�ERA;AVDA. EXTREMADURA, 1;10210;927319270;;
 PUESTO DE MALPARTIDA DE CACERES;EXTREMADURA;CACERES;MALPARTIDA DE CACERES; AVDA. CONSTITUCION, 26;10910;927276645;;
 PUESTO DE MALPARTIDA DE PLASENCIA;EXTREMADURA;CACERES;MALPARTIDA DE PLASENCIA;TRAV. RONDA DE MONFRAG�E, 2;10680;927404249;;
 PUESTO DE MIAJADAS;EXTREMADURA;CACERES;MIAJADAS; AVDA. CRUZ DE LOS PAJARES, 167;10100;927347022;;
 PUESTO DE MONROY;EXTREMADURA;CACERES;MONROY; C/ JUAN CASARES, 17;10194;927280027;;
 PUESTO DE MONTANCHEZ;EXTREMADURA;CACERES;MONTANCHEZ; AVDA. JUAN CARLOS I, 4;10170;927380002;;
 PUESTO DE MONTEHERMOSO;EXTREMADURA;CACERES;MONTEHERMOSO; CTRA. CORIA, 10;10810;927430248;;
 PUESTO DE MORALEJA;EXTREMADURA;CACERES;MORALEJA;PLAZA DUQUE DE AHUMADA, S/N;10840;927515013;;
 PUESTO DE NAVACONCEJO;EXTREMADURA;CACERES;NAVACONCEJO;AVDA. JOS� M� PIZARRO, 6;10613;927173143;;
 PUESTO DE NAVAS DEL MADRO�O;EXTREMADURA;CACERES;NAVAS DEL MADRO�O; C/ ISABEL HERRER0, 73;10930;927375014;;
 PUESTO DE NU�OMORAL;EXTREMADURA;CACERES;NU�OMORAL; C/ FACTORIA EL JORDAN, S/N.;10626;927433004;;
 PUESTO DE PERALEDA DE LA MATA;EXTREMADURA;CACERES;PERALEDA DE LA MATA; C/ EMILIO CARRE�O, 14;10335;927559011;;
 PUESTO DE PLASENCIA;EXTREMADURA;CACERES;PLASENCIA; AVDA. JUAN CARLOS I, 11;10600;927412308;;
 PUESTO DE SALORINO;EXTREMADURA;CACERES;SALORINO; C/ DEL CURA, 10;10570;927593002;;
 PUESTO DE SAN MARTIN DE TREVEJO;EXTREMADURA;CACERES;SAN MARTIN DE TREVEJO; AVDA. DE SALAMANCA 33;10892;927144087;;
 PUESTO DE SANTIAGO DE ALCANTARA;EXTREMADURA;CACERES;SANTIAGO DE ALCANTARA; CUARTEL GUARDIA CIVIL, 11;10510;927592040;;
 PUESTO DE SANTIAGO DEL CAMPO;EXTREMADURA;CACERES;SANTIAGO DEL CAMPO; AVDA. CACERES, 26;10191;927283010;;
 PUESTO DE SERRADILLA;EXTREMADURA;CACERES;SERRADILLA; C/ SAN ANTONIO, 89;10530;927407024;;
 PUESTO DE SIERRA DE FUENTES;EXTREMADURA;CACERES;SIERRA DE FUENTES; C/ BUENAVISTA, 11;10181;927201282;;
 PUESTO DE TALAVAN;EXTREMADURA;CACERES;TALAVAN; AVDA. DE ESPA�A, 10;10193;927285007;;
 PUESTO DE TALAYUELA;EXTREMADURA;CACERES;TALAYUELA;TRAV. DE MARTINEZ CAMARGO, 2;10310;927578375;;
 PUESTO DE TORRECILLAS DE LA TIESA;EXTREMADURA;CACERES;TORRECILLAS DE LA TIESA; C/ VALLISPEDRO, 1;10252;927338027;;
 PUESTO DE TORREJON EL RUBIO;EXTREMADURA;CACERES;TORREJON EL RUBIO; C/ HERNAN CORTES, 6;10694;927455018;;
 PUESTO DE TORREJONCILLO;EXTREMADURA;CACERES;TORREJONCILLO; CTRA. CIUDAD RODRIGO, 57;10830;927304351;;
 PUESTO DE TORREMOCHA;EXTREMADURA;CACERES;TORREMOCHA; C/ CTRA. DE MEDELLIN, S/N;10184;927127013;;
 PUESTO DE TRUJILLO;EXTREMADURA;CACERES;TRUJILLO; C/ DEL CUARTEL N� 4;10200;927321004;;
 PUESTO DE VALDEFUENTES;EXTREMADURA;CACERES;VALDEFUENTES; C/ CUARTEL, 2;10180;927388005;;
 PUESTO DE VALDELACASA DE TAJO;EXTREMADURA;CACERES;VALDELACASA DE TAJO; C/ LA FUENTE, 18;10332;927576112;;
 PUESTO DE VALENCIA DE ALCANTARA;EXTREMADURA;CACERES;VALENCIA DE ALC�NTARA;C/ PARQUE DE ESPA�A, S/N;10500;927580721;;
 PUESTO DE VALVERDE DEL FRESNO;EXTREMADURA;CACERES;VALVERDE DEL FRESNO;AVDA. DR. CASTO PRIETO CARRASCO, 48;10890;927510032;;
 PUESTO DE VILLANUEVA DE LA SIERRA;EXTREMADURA;CACERES;VILLANUEVA DE LA SIERRA; AVDA.DE LA PAZ S/N;10812;927445012;;
 PUESTO DE VILLANUEVA DE LA VERA;EXTREMADURA;CACERES;VILLANUEVA DE LA VERA; C/ LANCHA LISA, 34;10470;927567261;;
 PUESTO DE VILLAR DEL PEDROSO;EXTREMADURA;CACERES;VILLAR DEL PEDROSO; AVDA.GRAL.ADELAIDO CORROCHANO, 3;10330;927555048;;
 PUESTO DE ZARZA DE GRANADILLA;EXTREMADURA;CACERES;ZARZA DE GRANADILLA; C/ CUARTEL, 3;10710;927487005;;
 PUESTO DE ZARZA LA MAYOR;EXTREMADURA;CACERES;ZARZA LA MAYOR; AVDA. CONSTITUCION, 59;10880;927370203;;
 PUESTO DE ZORITA;EXTREMADURA;CACERES;ZORITA; AVDA.CONSTITUCION, 124;10130;927340014;;
 PUESTO P. DE NAVALMORAL DE LA MATA;EXTREMADURA;CACERES;NAVALMORAL DE LA MATA; CTRA. JARANDILLA, 4;10300;927531095;;
COMPA��A DE PLANA MAYOR;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
USECIC;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
UNIDAD ORG�NICA DE POLIC�A JUDICIAL;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
GRUPO CINOL�GICO C�CERES;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
I.A.E. COMANDANCIA;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
I.A.E. TRUJILLO;EXTREMADURA;CACERES;TRUJILLO; C/ DEL CUARTEL N� 4;10200;927321004;;
I.A.E. GUADALUPE;EXTREMADURA;CACERES;GUADALUPE; C/ FEDERICO GONZALEZ, 25;10140;927367010;;
I.A.E. NAVALMORAL DE LA MATA;EXTREMADURA;CACERES;NAVALMORAL DE LA MATA; CTRA. JARANDILLA, 4;10300;927531095;;
I.A.E. PLASENCIA;EXTREMADURA;CACERES;PLASENCIA; AVDA. JUAN CARLOS I, 1;10600;927412308;;
I.A.E. CORIA;EXTREMADURA;CACERES;CORIA; C/ ALFONSO VII, 62;10800;927500013;;
I.A.E. VALENCIA DE ALC�NTARA;EXTREMADURA;CACERES;VALENCIA DE ALC�NTARA;C/ PARQUE DE ESPA�A, S/N;10500;927580721;;
PAFIF CORIA;EXTREMADURA;CACERES;CORIA; C/ ALFONSO VII, 62;10800;927500013;;
PAFIF VALENCIA DE ALC�NTARA;EXTREMADURA;CACERES;VALENCIA DE ALC�NTARA;C/ PARQUE DE ESPA�A, S/N;10500;927580721;;
GATI C�CERES;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
DTO. SAEP C�CERES;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
OFICINA PREVENCI�N RIESGOS LABORALES;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
DTO. SERVICIO MATERIAL M�VIL;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
SECCI�N SEPRONA;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
OFICINA T�CNICA SEPRONA;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
PACPRONA C�CERES;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
PAPRONA C�CERES;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
PAPRONA TRUJILLO;EXTREMADURA;CACERES;TRUJILLO;  C/ DEL CUARTEL N� 4;10200;927321004;;
PAPRONA GUADALUPE;EXTREMADURA;CACERES;GUADALUPE; C/ FEDERICO GONZALEZ, 25;10140;927367010;;
PAPRONA CASATEJADA;EXTREMADURA;CACERES;CASATEJADA; AVDA. DE LA CONSTITUCION, 26;10520;927547029;;
PAPRONA JARANDILLA DE LA VERA;EXTREMADURA;CACERES;JARANDILLA DE LA VERA; AVDA. SOLEDAD VEGA ORTIZ, 80;10450;927560028;;
PAPRONA PLASENCIA;EXTREMADURA;CACERES;PLASENCIA; AVDA. JUAN CARLOS I, 1;10600;927412308;;
PAPRONA CAMINOMORISCO;EXTREMADURA;CACERES;CAMINOMORISCO; C/ FACTORIA LOS ANGELES, 4;10620;927435014;;
PAPRONA CORIA;EXTREMADURA;CACERES;CORIA; C/ ALFONSO VII, 62;10800;927500013;;
PAPRONA VALENCIA DE ALC�NTARA;EXTREMADURA;CACERES;VALENCIA DE ALC�NTARA;C/ PARQUE DE ESPA�A, S/N;10500;927580721;;
EPRONA;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
SERVICIO ASISTENCIA SANITARIA;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
OFICINA PLANA MAYOR COMANDANCIA;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
N�CLEO DE SERVICIOS;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
N�CLEO DE DESTINOS;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
EQUIPO POLIC�A JUDICIAL TRUJILLO;EXTREMADURA;CACERES;TRUJILLO;  C/ DEL CUARTEL N� 4;10200;927321004;;
EQUIPO POLIC�A JUDICIAL NAVALMORAL DE LA MATA;EXTREMADURA;CACERES;NAVALMORAL DE LA MATA; CTRA. JARANDILLA, 2;10300;927531095;;
EQUIPO POLIC�A JUDICIAL PLASENCIA;EXTREMADURA;CACERES;PLASENCIA; AVDA. JUAN CARLOS I, 1;10600;927412308;;
EQUIPO POLIC�A JUDICIAL CORIA;EXTREMADURA;CACERES;CORIA; C/ ALFONSO VII, 62;10800;927500013;;
EMUME;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
SECCI�N INVESTIGACI�N POLIC�A JUDICIAL;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
EDOA;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
EQUIPO PATRIMONIO - UOPJ;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
EQUIPO PERSONAS - UOPJ;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
LABORATORIO - UOPJ;EXTREMADURA;CACERES;C�CERES; AVDA. DE LA UNIVERSIDAD, 50;10003;927628150;;
 C.O.S.;EXTREMADURA;BADAJOZ;BADAJOZ; PZA. DE SANTO DOMINGO, 2.;6001;924205777;;
 CCPA DE CAYA (CNP);EXTREMADURA;BADAJOZ;BADAJOZ; AVDA. DE ELVAS, S/N;6006;924271836;;
 CMDA. BADAJOZ;EXTREMADURA;BADAJOZ;BADAJOZ; PZA. DE SANTO DOMINGO, 2.;6002;924205750;;
 COMPA�IA DE BADAJOZ;EXTREMADURA;BADAJOZ;BADAJOZ; PZA. DE SANTO DOMINGO, 2.;6009;924205784;;
 COMPA�IA DE JEREZ DE LOS CABALLEROS;EXTREMADURA;BADAJOZ;JEREZ DE LOS CABALLEROS; CTRA. DE VILLANUEVA, 29;6380;924730067;X;
 COMPA�IA DE LLERENA;EXTREMADURA;BADAJOZ;LLERENA; AVDA. DE CORDOBA, 11;6900;924873819;;
 COMPA�IA DE MERIDA;EXTREMADURA;BADAJOZ;MERIDA;C/ MARCO AGRIPA NUM. 45;6800;924370035;;
 COMPA�IA DE TALARRUBIAS;EXTREMADURA;BADAJOZ;TALARRUBIAS; AVDA. DE LA CONSTITUCION, 111;6640;924630007;;
 COMPA�IA DE VILLANUEVA DE LA SERENA;EXTREMADURA;BADAJOZ;VILLANUEVA DE LA SERENA; AVDA. DE CHILE, 27;6700;924846038;;
 COMPA�IA DE ZAFRA;EXTREMADURA;BADAJOZ;ZAFRA; AVDA. LOPEZ ASME, 9;6300;924550124;;
 EQUIPO P. J. LLERENA;EXTREMADURA;BADAJOZ;LLERENA; AVDA. DE CORDOBA, 11;6900;924873819;;
 ESCUELA DE TRAFICO MERIDA;EXTREMADURA;BADAJOZ;MERIDA; AVDA. DUQUE DE AHUMADA, S/N;6800;924383300;;
 I. ARMAS Y EXPLOSIVOS DE VILLANUEVA DE CASTUERA;EXTREMADURA;BADAJOZ;CASTUERA; C/ DUQUE DE AHUMADA, 1;6420;924849058;;
 I. ARMAS Y EXPLOSIVOS DE VILLANUEVA DE LA SERENA;EXTREMADURA;BADAJOZ;VILLANUEVA DE LA SERENA; AVDA. DE CHILE, 27;6700;924849058;;
 I. ESPECIAL DE ARMAS Y EXPLOSIVOS DE MONTIJO;EXTREMADURA;BADAJOZ;MONTIJO; C/ VIRGEN DE BARBA�O, 88;6480;924450170;;
 I. ORDINARIA DE ARMAS Y EXPLOSIVOS DE JEREZ DE LOS CABALLEROS;EXTREMADURA;BADAJOZ;JEREZ DE LOS CABALLEROS; CTRA. DE VILLANUEVA, 29;6380;924751847;;
 PUESTO DE ACEUCHAL;EXTREMADURA;BADAJOZ;ACEUCHAL; CTRA. ALMENDRALEJO, 1;6207;924680068;;
 PUESTO DE ALANGE;EXTREMADURA;BADAJOZ;ALANGE; C/ ENCOMIENDA, 16;6840;924365212;;
 PUESTO DE ALBURQUERQUE;EXTREMADURA;BADAJOZ;ALBURQUERQUE;DEHESA DE SAN BLAS, 5;6510;924400005;;
 PUESTO DE ALCONCHEL;EXTREMADURA;BADAJOZ;ALCONCHEL; CTRA. VILLANUEVA DEL FRESNO, S/N;6131;924420003;;
 PUESTO DE ALMENDRAL;EXTREMADURA;BADAJOZ;ALMENDRAL; PZA. DE ESPA�A, 2;6171;924483003;;
 PUESTO DE ALMENDRALEJO;EXTREMADURA;BADAJOZ;ALMENDRALEJO; C/ LABRADOR, 4;6200;924677305;;
 PUESTO DE ARROYO DE SAN SERVAN;EXTREMADURA;BADAJOZ;ARROYO DE SAN SERVAN; AVDA.EXTREMADURA, 38;6850;924342077;;
 PUESTO DE AZUAGA;EXTREMADURA;BADAJOZ;AZUAGA;C/ MATACHEL  S/N;6920;924137954;X;
 PUESTO P. VALDEB�TOA-BADAJOZ;EXTREMADURA;BADAJOZ;BADAJOZ; PZA. DE SANTO DOMINGO, 2.;6001;924205750;X;
 PUESTO DE BARCARROTA;EXTREMADURA;BADAJOZ;BARCARROTA; C/ ALCARACHE, 2;6160;924736033;;
 PUESTO DE BERLANGA;EXTREMADURA;BADAJOZ;BERLANGA;AVD ARRIEROS S/N;6930;924894007;X;
 PUESTO DE BIENVENIDA;EXTREMADURA;BADAJOZ;BIENVENIDA; CTRA. LA ESTACION, S/N;6250;924506006;;
 PUESTO DE BURGUILLOS DEL CERRO;EXTREMADURA;BADAJOZ;BURGUILLOS DEL CERRO; AVDA. LA PAZ, 27;6370;924541027;;
 PUESTO DE CABEZA DEL BUEY;EXTREMADURA;BADAJOZ;CABEZA DEL BUEY; AVDA. NTRA. SRA. DE BELIN, 10;6600;924600053;;
 PUESTO DE CAMPANARIO;EXTREMADURA;BADAJOZ;CAMPANARIO; AVDA.CONSTITUCION, 66;6460;924831013;;
 PUESTO DE CAMPILLO DE LLERENA;EXTREMADURA;BADAJOZ;CAMPILLO DE LLERENA; C/ MOLINO DE VIENTO, S/N;6443;924770028;;
 PUESTO DE CASAS DE DON PEDRO;EXTREMADURA;BADAJOZ;CASAS DE DON PEDRO; CTRA. DE PELA, 21;6770;924864005;;
 PUESTO DE CASTILBLANCO;EXTREMADURA;BADAJOZ;CASTILBLANCO; PZA. RODRIGO MARTIN, S/N;6680;924654133;;
 PUESTO DE CASTUERA;EXTREMADURA;BADAJOZ;CASTUERA; C/ DUQUE DE AHUMADA, 1;6420;924772166;;
 PUESTO DE CHELES;EXTREMADURA;BADAJOZ;CHELES; C/ CUARTEL, 1;6105;924423002;;
 PUESTO DE CORDOVILLA DE LACARA;EXTREMADURA;BADAJOZ;CORDOVILLA DE LACARA; AVDA. FATIMA, 23;6487;924320041;;
 PUESTO DE DON BENITO;EXTREMADURA;BADAJOZ;DON BENITO; AVDA. ALONSO MARTIN, 14;6400;924811508;;
 PUESTO DE FREGENAL DE LA SIERRA;EXTREMADURA;BADAJOZ;FREGENAL DE LA SIERRA; AVDA. DE ESPA�A, 87;6340;924700013;;
 PUESTO DE FUENLABRADA DE LOS MONTES;EXTREMADURA;BADAJOZ;FUENLABRADA DE LOS MONTES; C/ SANTA ANA, 1;6660;924656009;;
 PUESTO DE FUENTE DE CANTOS;EXTREMADURA;BADAJOZ;FUENTE DE CANTOS; C/ REAL, 84;6240;924500008;;
 PUESTO DE FUENTE DEL MAESTRE;EXTREMADURA;BADAJOZ;FUENTE DEL MAESTRE;AVDA. EUROPA, S/N;6360;924530059;X;
 PUESTO DE FUENTES DE LEON;EXTREMADURA;BADAJOZ;FUENTES DE LEON; AVDA.DE PORTUGAL, 5;6280;924724332;;
 PUESTO DE GRANJA DE TORREHERMOSA;EXTREMADURA;BADAJOZ;GRANJA DE TORREHERMOSA; C/ SAN SEBASTIAN, S/N;6910;924895034;;
 PUESTO DE GUADIANA;EXTREMADURA;BADAJOZ;GUADIANA; C/ FEDERICO GARCIA LORCA S/N;6186;924470106;;
 PUESTO DE GUARE�A;EXTREMADURA;BADAJOZ;GUARE�A; CTRA. DE MANCHITA S/N;6470;924350132;;
 PUESTO DE HELECHOSA DE LOS MONTES;EXTREMADURA;BADAJOZ;HELECHOSA DE LOS MONTES; AVDA.EXTREMADURA, 18;6692;924658002;;
 PUESTO DE HERRERA DEL DUQUE;EXTREMADURA;BADAJOZ;HERRERA DEL DUQUE; AVDA. LA PALMERA, 28;6670;924650002;;
 PUESTO DE HIGUERA DE VARGAS;EXTREMADURA;BADAJOZ;HIGUERA DE VARGAS; C/ PILAR, 19;6132;924424002;;
 PUESTO DE HIGUERA LA REAL;EXTREMADURA;BADAJOZ;HIGUERA LA REAL; C/ ESPIRITU SANTO, 43;6350;924723152;;
 PUESTO DE HORNACHOS;EXTREMADURA;BADAJOZ;HORNACHOS; AVDA. EXTREMADURA, 81;6228;924533002;;
